Game_Date,Game_Number,Day_of_Week,Visiting_Team,Visiting_League,Visiting_Game_Number,Home_Team,Home_League,Home_Game_Number,Visiting_Score,Home_Score,Game_Length,Day_Night
20210611,0,Fri,ANA,AL,63,ARI,NL,64,6,5,60,N
20210612,0,Sat,ANA,AL,64,ARI,NL,65,8,7,54,D
20210613,0,Sun,ANA,AL,65,ARI,NL,66,10,3,54,D
20210824,0,Tue,ANA,AL,127,BAL,AL,124,14,8,54,N
20210825,0,Wed,ANA,AL,128,BAL,AL,125,6,10,51,N
20210826,0,Thu,ANA,AL,129,BAL,AL,126,1,13,51,D
20210514,0,Fri,ANA,AL,37,BOS,AL,40,3,4,51,N
20210515,0,Sat,ANA,AL,38,BOS,AL,41,0,9,51,D
20210516,0,Sun,ANA,AL,39,BOS,AL,42,6,5,54,D
20210914,0,Tue,ANA,AL,144,CHA,AL,144,3,9,51,N
20210915,0,Wed,ANA,AL,145,CHA,AL,145,3,2,54,N
20210916,0,Thu,ANA,AL,146,CHA,AL,146,9,3,54,D
20210820,0,Fri,ANA,AL,124,CLE,AL,120,1,9,51,N
20210821,0,Sat,ANA,AL,125,CLE,AL,121,1,5,51,D
20210822,0,Sun,ANA,AL,126,CLE,AL,122,0,3,51,N
20210817,0,Tue,ANA,AL,121,DET,AL,121,8,2,54,N
20210818,0,Wed,ANA,AL,122,DET,AL,122,3,1,54,N
20210819,0,Thu,ANA,AL,123,DET,AL,123,13,10,54,D
20210422,0,Thu,ANA,AL,17,HOU,AL,18,2,8,51,N
20210423,0,Fri,ANA,AL,18,HOU,AL,19,4,5,59,N
20210424,0,Sat,ANA,AL,19,HOU,AL,20,2,16,51,D
20210425,0,Sun,ANA,AL,20,HOU,AL,21,4,2,54,D
20210510,0,Mon,ANA,AL,34,HOU,AL,35,5,4,54,N
20210511,0,Tue,ANA,AL,35,HOU,AL,36,1,5,51,N
20210512,0,Wed,ANA,AL,36,HOU,AL,37,1,9,51,N
20210910,0,Fri,ANA,AL,141,HOU,AL,140,5,10,51,N
20210911,0,Sat,ANA,AL,142,HOU,AL,141,4,2,54,N
20210912,0,Sun,ANA,AL,143,HOU,AL,142,1,3,51,D
20210412,0,Mon,ANA,AL,10,KCA,AL,8,10,3,54,N
20210413,0,Tue,ANA,AL,11,KCA,AL,9,2,3,51,N
20210414,0,Wed,ANA,AL,12,KCA,AL,10,1,6,51,D
20210806,0,Fri,ANA,AL,110,LAN,NL,110,4,3,60,N
20210807,0,Sat,ANA,AL,111,LAN,NL,111,3,5,51,N
20210808,0,Sun,ANA,AL,112,LAN,NL,112,2,8,51,D
20210722,0,Thu,ANA,AL,95,MIN,AL,97,3,2,54,N
20210723,0,Fri,ANA,AL,96,MIN,AL,98,4,5,51,N
20210724,0,Sat,ANA,AL,97,MIN,AL,99,2,1,54,N
20210725,0,Sun,ANA,AL,98,MIN,AL,100,6,2,54,D
20210628,0,Mon,ANA,AL,78,NYA,AL,78,5,3,54,N
20210629,0,Tue,ANA,AL,79,NYA,AL,79,5,11,51,N
20210630,0,Wed,ANA,AL,80,NYA,AL,80,11,8,54,N
20210816,0,Mon,ANA,AL,120,NYA,AL,118,1,2,51,N
20210527,0,Thu,ANA,AL,50,OAK,AL,52,0,5,51,N
20210528,0,Fri,ANA,AL,51,OAK,AL,53,1,3,51,N
20210529,0,Sat,ANA,AL,52,OAK,AL,54,4,0,54,D
20210530,0,Sun,ANA,AL,53,OAK,AL,55,4,2,54,D
20210614,0,Mon,ANA,AL,66,OAK,AL,68,5,8,51,N
20210615,0,Tue,ANA,AL,67,OAK,AL,69,4,6,51,N
20210616,0,Wed,ANA,AL,68,OAK,AL,70,4,8,51,D
20210719,0,Mon,ANA,AL,93,OAK,AL,96,1,4,51,N
20210720,0,Tue,ANA,AL,94,OAK,AL,97,0,6,51,D
20210907,0,Tue,ANA,AL,139,SDN,NL,139,4,0,54,N
20210908,0,Wed,ANA,AL,140,SDN,NL,140,5,8,51,N
20210430,0,Fri,ANA,AL,24,SEA,AL,27,4,7,51,N
20210501,0,Sat,ANA,AL,25,SEA,AL,28,10,5,54,N
20210502,0,Sun,ANA,AL,26,SEA,AL,29,0,2,51,D
20210709,0,Fri,ANA,AL,87,SEA,AL,89,3,7,51,N
20210710,0,Sat,ANA,AL,88,SEA,AL,90,0,2,51,N
20210711,0,Sun,ANA,AL,89,SEA,AL,91,7,1,54,D
20211001,0,Fri,ANA,AL,160,SEA,AL,160,2,1,54,N
20211002,0,Sat,ANA,AL,161,SEA,AL,161,4,6,51,N
20211003,0,Sun,ANA,AL,162,SEA,AL,162,7,3,54,D
20210531,0,Mon,ANA,AL,54,SFN,NL,54,1,6,51,D
20210601,0,Tue,ANA,AL,55,SFN,NL,55,8,1,54,N
20210625,0,Fri,ANA,AL,75,TBA,AL,77,3,4,51,N
20210626,0,Sat,ANA,AL,76,TBA,AL,78,3,13,51,D
20210627,0,Sun,ANA,AL,77,TBA,AL,79,6,4,54,D
20210426,0,Mon,ANA,AL,21,TEX,AL,23,9,4,54,N
20210427,0,Tue,ANA,AL,22,TEX,AL,24,1,6,51,N
20210428,0,Wed,ANA,AL,23,TEX,AL,25,4,3,54,N
20210802,0,Mon,ANA,AL,106,TEX,AL,106,1,4,51,N
20210803,0,Tue,ANA,AL,107,TEX,AL,107,11,3,54,N
20210804,0,Wed,ANA,AL,108,TEX,AL,108,2,1,54,N
20210805,0,Thu,ANA,AL,109,TEX,AL,109,5,0,54,D
20210928,0,Tue,ANA,AL,157,TEX,AL,157,2,5,51,N
20210929,0,Wed,ANA,AL,158,TEX,AL,158,7,2,54,N
20210930,0,Thu,ANA,AL,159,TEX,AL,159,6,7,51,D
20210408,0,Thu,ANA,AL,7,TOR,AL,7,7,5,66,N
20210409,0,Fri,ANA,AL,8,TOR,AL,8,7,1,54,N
20210410,0,Sat,ANA,AL,9,TOR,AL,9,1,15,51,N
20210810,1,Tue,ANA,AL,113,TOR,AL,111,6,3,42,D
20210423,0,Fri,ARI,NL,20,ATL,NL,19,4,5,51,N
20210425,1,Sun,ARI,NL,21,ATL,NL,20,5,0,42,D
20210425,2,Sun,ARI,NL,22,ATL,NL,21,7,0,42,N
20210723,0,Fri,ARI,NL,99,CHN,NL,98,3,8,51,D
20210724,0,Sat,ARI,NL,100,CHN,NL,99,7,3,54,D
20210725,0,Sun,ARI,NL,101,CHN,NL,100,1,5,51,D
20210420,0,Tue,ARI,NL,17,CIN,NL,16,5,4,54,N
20210421,0,Wed,ARI,NL,18,CIN,NL,17,8,5,60,N
20210422,0,Thu,ARI,NL,19,CIN,NL,18,14,11,60,D
20210406,0,Tue,ARI,NL,5,COL,NL,5,10,8,78,N
20210407,0,Wed,ARI,NL,6,COL,NL,6,0,8,51,N
20210408,0,Thu,ARI,NL,7,COL,NL,7,3,7,51,D
20210521,0,Fri,ARI,NL,46,COL,NL,45,1,7,51,N
20210522,0,Sat,ARI,NL,47,COL,NL,46,6,7,51,D
20210523,0,Sun,ARI,NL,48,COL,NL,47,3,4,51,D
20210820,0,Fri,ARI,NL,123,COL,NL,122,4,9,51,N
20210821,0,Sat,ARI,NL,124,COL,NL,123,2,5,53,N
20210822,0,Sun,ARI,NL,125,COL,NL,124,8,4,54,D
20210917,0,Fri,ARI,NL,147,HOU,AL,147,3,4,58,N
20210918,0,Sat,ARI,NL,148,HOU,AL,148,6,4,60,N
20210919,0,Sun,ARI,NL,149,HOU,AL,149,6,7,51,D
20210517,0,Mon,ARI,NL,42,LAN,NL,41,1,3,51,N
20210518,0,Tue,ARI,NL,43,LAN,NL,42,1,9,51,N
20210519,0,Wed,ARI,NL,44,LAN,NL,43,2,4,51,N
20210520,0,Thu,ARI,NL,45,LAN,NL,44,2,3,51,N
20210709,0,Fri,ARI,NL,90,LAN,NL,89,5,2,54,N
20210710,0,Sat,ARI,NL,91,LAN,NL,90,1,22,51,N
20210711,0,Sun,ARI,NL,92,LAN,NL,91,4,7,52,D
20210913,0,Mon,ARI,NL,144,LAN,NL,145,1,5,51,N
20210914,0,Tue,ARI,NL,145,LAN,NL,146,4,8,51,N
20210915,0,Wed,ARI,NL,146,LAN,NL,147,3,5,51,N
20210504,0,Tue,ARI,NL,29,MIA,NL,29,3,9,51,N
20210505,0,Wed,ARI,NL,30,MIA,NL,30,0,8,51,N
20210506,0,Thu,ARI,NL,31,MIA,NL,31,1,3,51,N
20210603,0,Thu,ARI,NL,58,MIL,NL,56,4,7,51,N
20210604,0,Fri,ARI,NL,59,MIL,NL,57,1,5,51,N
20210605,0,Sat,ARI,NL,60,MIL,NL,58,5,7,51,D
20210606,0,Sun,ARI,NL,61,MIL,NL,59,0,2,51,D
20210507,0,Fri,ARI,NL,32,NYN,NL,28,4,5,58,N
20210508,0,Sat,ARI,NL,33,NYN,NL,29,2,4,51,N
20210509,0,Sun,ARI,NL,34,NYN,NL,30,2,4,51,D
20210608,0,Tue,ARI,NL,62,OAK,AL,62,2,5,51,N
20210609,0,Wed,ARI,NL,63,OAK,AL,63,0,4,51,D
20210826,0,Thu,ARI,NL,129,PHI,NL,127,8,7,54,N
20210827,0,Fri,ARI,NL,130,PHI,NL,128,6,7,64,N
20210828,0,Sat,ARI,NL,131,PHI,NL,129,0,7,51,N
20210829,0,Sun,ARI,NL,132,PHI,NL,130,4,7,51,D
20210823,0,Mon,ARI,NL,126,PIT,NL,125,5,6,51,N
20210824,0,Tue,ARI,NL,127,PIT,NL,126,2,4,51,N
20210825,0,Wed,ARI,NL,128,PIT,NL,127,5,2,54,N
20210401,0,Thu,ARI,NL,1,SDN,NL,1,7,8,51,D
20210402,0,Fri,ARI,NL,2,SDN,NL,2,2,4,51,N
20210403,0,Sat,ARI,NL,3,SDN,NL,3,0,7,51,N
20210404,0,Sun,ARI,NL,4,SDN,NL,4,3,1,54,D
20210625,0,Fri,ARI,NL,77,SDN,NL,78,5,11,51,N
20210626,0,Sat,ARI,NL,78,SDN,NL,79,10,1,54,N
20210627,0,Sun,ARI,NL,79,SDN,NL,80,4,5,51,D
20210806,0,Fri,ARI,NL,111,SDN,NL,112,8,5,54,N
20210807,0,Sat,ARI,NL,112,SDN,NL,113,2,6,51,N
20210808,0,Sun,ARI,NL,113,SDN,NL,114,0,2,51,D
20210910,0,Fri,ARI,NL,141,SEA,AL,141,4,5,51,N
20210911,0,Sat,ARI,NL,142,SEA,AL,142,7,3,54,N
20210912,0,Sun,ARI,NL,143,SEA,AL,143,5,4,54,D
20210614,0,Mon,ARI,NL,67,SFN,NL,66,2,5,51,N
20210615,0,Tue,ARI,NL,68,SFN,NL,67,8,9,51,N
20210616,0,Wed,ARI,NL,69,SFN,NL,68,7,13,51,N
20210617,0,Thu,ARI,NL,70,SFN,NL,69,3,10,51,D
20210810,0,Tue,ARI,NL,114,SFN,NL,113,7,8,53,N
20210811,0,Wed,ARI,NL,115,SFN,NL,114,2,7,51,N
20210928,0,Tue,ARI,NL,157,SFN,NL,157,4,6,51,N
20210929,0,Wed,ARI,NL,158,SFN,NL,158,0,1,51,N
20210930,0,Thu,ARI,NL,159,SFN,NL,159,4,5,52,N
20210628,0,Mon,ARI,NL,80,SLN,NL,79,1,7,51,N
20210629,0,Tue,ARI,NL,81,SLN,NL,80,2,3,51,N
20210630,0,Wed,ARI,NL,82,SLN,NL,81,4,7,51,D
20210727,0,Tue,ARI,NL,102,TEX,AL,101,4,5,51,N
20210728,0,Wed,ARI,NL,103,TEX,AL,102,3,2,54,N
20210415,0,Thu,ARI,NL,13,WAS,NL,10,11,6,54,N
20210416,0,Fri,ARI,NL,14,WAS,NL,11,0,1,52,N
20210417,0,Sat,ARI,NL,15,WAS,NL,12,2,6,51,D
20210418,0,Sun,ARI,NL,16,WAS,NL,13,5,2,54,D
20210920,0,Mon,ATL,NL,149,ARI,NL,150,11,4,54,N
20210921,0,Tue,ATL,NL,150,ARI,NL,151,6,1,54,N
20210922,0,Wed,ATL,NL,151,ARI,NL,152,9,2,54,N
20210923,0,Thu,ATL,NL,152,ARI,NL,153,4,6,51,D
20210820,0,Fri,ATL,NL,123,BAL,AL,121,3,0,54,N
20210821,0,Sat,ATL,NL,124,BAL,AL,122,5,4,54,N
20210822,0,Sun,ATL,NL,125,BAL,AL,123,3,1,54,D
20210525,0,Tue,ATL,NL,48,BOS,AL,49,3,1,54,N
20210526,0,Wed,ATL,NL,49,BOS,AL,50,5,9,51,N
20210416,0,Fri,ATL,NL,14,CHN,NL,13,5,2,54,D
20210417,0,Sat,ATL,NL,15,CHN,NL,14,4,13,51,D
20210418,0,Sun,ATL,NL,16,CHN,NL,15,13,4,54,N
20210624,0,Thu,ATL,NL,74,CIN,NL,73,3,5,51,N
20210625,0,Fri,ATL,NL,75,CIN,NL,74,3,2,54,N
20210626,0,Sat,ATL,NL,76,CIN,NL,75,1,4,51,D
20210627,0,Sun,ATL,NL,77,CIN,NL,76,4,0,54,D
20210902,0,Thu,ATL,NL,134,COL,NL,134,6,5,54,N
20210903,0,Fri,ATL,NL,135,COL,NL,135,3,4,51,N
20210904,0,Sat,ATL,NL,136,COL,NL,136,6,7,51,N
20210905,0,Sun,ATL,NL,137,COL,NL,137,9,2,54,D
20210830,0,Mon,ATL,NL,131,LAN,NL,132,3,5,51,N
20210831,0,Tue,ATL,NL,132,LAN,NL,133,2,3,51,N
20210901,0,Wed,ATL,NL,133,LAN,NL,134,3,4,51,N
20210611,0,Fri,ATL,NL,61,MIA,NL,64,3,4,51,N
20210612,0,Sat,ATL,NL,62,MIA,NL,65,2,4,51,D
20210613,0,Sun,ATL,NL,63,MIA,NL,66,6,4,54,D
20210709,0,Fri,ATL,NL,87,MIA,NL,88,5,0,54,N
20210710,0,Sat,ATL,NL,88,MIA,NL,89,5,4,54,D
20210711,0,Sun,ATL,NL,89,MIA,NL,90,4,7,51,D
20210816,0,Mon,ATL,NL,120,MIA,NL,120,12,2,54,N
20210817,0,Tue,ATL,NL,121,MIA,NL,121,2,0,54,N
20210818,0,Wed,ATL,NL,122,MIA,NL,122,11,9,54,N
20210514,0,Fri,ATL,NL,38,MIL,NL,39,6,3,54,N
20210515,0,Sat,ATL,NL,39,MIL,NL,40,5,1,54,N
20210516,0,Sun,ATL,NL,40,MIL,NL,41,9,10,51,D
20210420,0,Tue,ATL,NL,17,NYA,AL,16,1,3,51,N
20210421,0,Wed,ATL,NL,18,NYA,AL,17,4,1,54,N
20210529,0,Sat,ATL,NL,50,NYN,NL,46,2,13,51,N
20210621,1,Mon,ATL,NL,70,NYN,NL,67,2,4,39,N
20210621,2,Mon,ATL,NL,71,NYN,NL,68,1,0,42,N
20210622,0,Tue,ATL,NL,72,NYN,NL,69,3,0,54,N
20210623,0,Wed,ATL,NL,73,NYN,NL,70,3,7,51,N
20210726,1,Mon,ATL,NL,100,NYN,NL,98,2,0,42,N
20210726,2,Mon,ATL,NL,101,NYN,NL,99,0,1,39,N
20210727,0,Tue,ATL,NL,102,NYN,NL,100,12,5,54,N
20210728,0,Wed,ATL,NL,103,NYN,NL,101,1,2,51,N
20210729,0,Thu,ATL,NL,104,NYN,NL,102,6,3,54,D
20210401,0,Thu,ATL,NL,1,PHI,NL,1,2,3,59,D
20210403,0,Sat,ATL,NL,2,PHI,NL,2,0,4,51,D
20210404,0,Sun,ATL,NL,3,PHI,NL,3,1,2,51,D
20210608,0,Tue,ATL,NL,58,PHI,NL,59,9,5,54,N
20210609,0,Wed,ATL,NL,59,PHI,NL,60,1,2,53,N
20210610,0,Thu,ATL,NL,60,PHI,NL,61,3,4,57,D
20210722,0,Thu,ATL,NL,96,PHI,NL,95,7,2,54,N
20210723,0,Fri,ATL,NL,97,PHI,NL,96,1,5,51,N
20210724,0,Sat,ATL,NL,98,PHI,NL,97,15,3,54,N
20210725,0,Sun,ATL,NL,99,PHI,NL,98,1,2,51,D
20210705,0,Mon,ATL,NL,84,PIT,NL,84,1,11,51,N
20210706,0,Tue,ATL,NL,85,PIT,NL,85,1,2,51,N
20210707,0,Wed,ATL,NL,86,PIT,NL,86,14,3,54,D
20210924,0,Fri,ATL,NL,153,SDN,NL,154,4,0,54,N
20210925,0,Sat,ATL,NL,154,SDN,NL,155,10,8,60,D
20210926,0,Sun,ATL,NL,155,SDN,NL,156,4,3,54,D
20210917,0,Fri,ATL,NL,146,SFN,NL,148,5,6,65,N
20210918,0,Sat,ATL,NL,147,SFN,NL,149,0,2,51,N
20210919,0,Sun,ATL,NL,148,SFN,NL,150,3,0,54,D
20210803,0,Tue,ATL,NL,108,SLN,NL,106,6,1,54,N
20210804,0,Wed,ATL,NL,109,SLN,NL,107,7,4,54,N
20210805,0,Thu,ATL,NL,110,SLN,NL,108,8,4,54,N
20210430,0,Fri,ATL,NL,26,TOR,AL,24,5,13,51,N
20210501,0,Sat,ATL,NL,27,TOR,AL,25,5,6,59,N
20210502,0,Sun,ATL,NL,28,TOR,AL,26,2,7,51,D
20210406,0,Tue,ATL,NL,4,WAS,NL,1,5,6,51,D
20210407,1,Wed,ATL,NL,5,WAS,NL,2,7,6,42,D
20210407,2,Wed,ATL,NL,6,WAS,NL,3,2,0,42,N
20210504,0,Tue,ATL,NL,29,WAS,NL,25,6,1,54,N
20210505,0,Wed,ATL,NL,30,WAS,NL,26,5,3,54,N
20210506,0,Thu,ATL,NL,31,WAS,NL,27,3,2,54,D
20210813,0,Fri,ATL,NL,117,WAS,NL,116,4,2,54,N
20210814,0,Sat,ATL,NL,118,WAS,NL,117,12,2,54,N
20210815,0,Sun,ATL,NL,119,WAS,NL,118,6,5,54,D
20210702,0,Fri,BAL,AL,82,ANA,AL,81,7,8,53,N
20210703,0,Sat,BAL,AL,83,ANA,AL,82,1,4,51,N
20210704,0,Sun,BAL,AL,84,ANA,AL,83,5,6,51,D
20210402,0,Fri,BAL,AL,1,BOS,AL,1,3,0,54,D
20210403,0,Sat,BAL,AL,2,BOS,AL,2,4,2,54,D
20210404,0,Sun,BAL,AL,3,BOS,AL,3,11,3,54,D
20210813,0,Fri,BAL,AL,114,BOS,AL,118,1,8,51,N
20210814,0,Sat,BAL,AL,115,BOS,AL,119,2,16,51,D
20210815,0,Sun,BAL,AL,116,BOS,AL,120,2,6,51,D
20210917,0,Fri,BAL,AL,147,BOS,AL,149,1,7,51,N
20210918,0,Sat,BAL,AL,148,BOS,AL,150,3,9,51,D
20210919,0,Sun,BAL,AL,149,BOS,AL,151,6,8,51,D
20210527,0,Thu,BAL,AL,50,CHA,AL,49,1,5,51,N
20210529,1,Sat,BAL,AL,51,CHA,AL,50,4,7,39,D
20210529,2,Sat,BAL,AL,52,CHA,AL,51,1,3,39,N
20210530,0,Sun,BAL,AL,53,CHA,AL,52,1,3,51,D
20210614,0,Mon,BAL,AL,65,CLE,AL,63,3,4,51,N
20210615,0,Tue,BAL,AL,66,CLE,AL,64,2,7,51,N
20210616,0,Wed,BAL,AL,67,CLE,AL,65,7,8,51,N
20210617,0,Thu,BAL,AL,68,CLE,AL,66,3,10,51,D
20210729,0,Thu,BAL,AL,101,DET,AL,105,2,6,51,N
20210730,0,Fri,BAL,AL,102,DET,AL,106,4,3,54,N
20210731,0,Sat,BAL,AL,103,DET,AL,107,5,2,54,N
20210801,0,Sun,BAL,AL,104,DET,AL,108,2,6,51,D
20210628,0,Mon,BAL,AL,79,HOU,AL,79,9,7,54,N
20210629,0,Tue,BAL,AL,80,HOU,AL,80,13,3,54,N
20210630,0,Wed,BAL,AL,81,HOU,AL,81,5,2,54,N
20210716,0,Fri,BAL,AL,90,KCA,AL,90,2,9,51,N
20210717,0,Sat,BAL,AL,91,KCA,AL,91,8,4,54,N
20210718,0,Sun,BAL,AL,92,KCA,AL,92,5,0,54,D
20210420,0,Tue,BAL,AL,17,MIA,NL,17,7,5,54,N
20210421,0,Wed,BAL,AL,18,MIA,NL,18,0,3,51,D
20210524,0,Mon,BAL,AL,47,MIN,AL,47,3,8,51,N
20210525,0,Tue,BAL,AL,48,MIN,AL,48,4,7,51,N
20210526,0,Wed,BAL,AL,49,MIN,AL,49,2,3,51,D
20210405,0,Mon,BAL,AL,4,NYA,AL,4,0,7,51,N
20210406,0,Tue,BAL,AL,5,NYA,AL,5,2,7,51,N
20210407,0,Wed,BAL,AL,6,NYA,AL,6,4,3,66,N
20210802,0,Mon,BAL,AL,105,NYA,AL,105,7,1,54,N
20210803,0,Tue,BAL,AL,106,NYA,AL,106,1,13,51,N
20210804,0,Wed,BAL,AL,107,NYA,AL,107,3,10,51,N
20210903,0,Fri,BAL,AL,133,NYA,AL,134,3,4,63,N
20210904,0,Sat,BAL,AL,134,NYA,AL,135,4,3,54,D
20210905,0,Sun,BAL,AL,135,NYA,AL,136,8,7,54,D
20210511,0,Tue,BAL,AL,36,NYN,NL,31,2,3,52,N
20210512,0,Wed,BAL,AL,37,NYN,NL,32,1,7,51,D
20210430,0,Fri,BAL,AL,26,OAK,AL,27,3,2,54,N
